Sentence,Artistic Process,Best Selling Books,Blueprints Toolkit,Business Models,Discovery Invention,Expert Advice Recommentations,Governance Structure,Health Regimes,Industry Standards,Lifestyle,Operations Manual,Philosopy Values,Production Method,Regulations,Solutions Playbooks,Strategies,Category_Tag,Filename
"The most commonly identified sub-skills were “evaluate and make judgements” and “intentional, 
goal-directed” (critical thinking); and “analyze, reflect, 
evaluate, and synthesize information” and “gathering 
information” (analytical skills).",3.298601,5.824445,6.53337,4.91023,5.473553,26.890266,3.178654,2.017555,7.359573,2.159944,1.894304,6.035737,5.860572,6.838138,4.624339,7.100719,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Analytic Skills8
76543210
CitizenshipCollaboration
Communication skillsConflict ResolutionCreativity
Critical thinkingEntrepreneurshipLeadership
Learning to learnMedia and
information LiteracyProblem solvingSelf-managementTeamwork
Source: Country Studies (2018, 2019): OAA Mini-Study, UNESCO Figure 8.",1.529818,6.766491,5.252065,6.227888,2.551471,14.115295,10.611449,1.604415,5.772925,3.513085,1.629935,5.319025,2.121924,4.679012,21.661457,6.643744,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Numbers of tools that indirectly assess 21st century skills Capturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries26
Table 3.",1.890381,4.183608,13.585048,2.203804,3.746676,35.001301,2.284668,1.477427,5.43075,3.300362,2.233972,4.629133,4.397397,4.078771,7.75101,3.805692,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Description of sub-skills associated with 21st century skills constructs2
21st century skill constructs Description
CreativityAbility to use a wide range of creation techniques to create new and 
worthwhile ideas and observable creations
EntrepreneurshipAbility to use a wide range of creation techniques like brainstorming to create 
worthwhile ideas; Analyze and evaluate ideas to improve and maximize 
creative efforts
Communication skillsAbility to articulate thoughts and ideas through oral and written 
communication
Teamwork Ability to work with others towards a common goal; ability to negotiate
Conflict resolutionAbility to identify areas of agreement and disagreement, reframe a problem, 
and analyze issues necessary to manage and resolve conflicts
Problem solving Making informed choices; assess different options
Critical thinkingIntentional, goal-directed, reflective thinking; evaluate and make judgements; 
learn new concepts
Citizenship Ability to recognize sets of rights and values and to promote them
Leadership Ability to guide and inspire others
Analytic SkillsIdentify patterns; gather information; analyze, reflect, evaluate, and synthesize 
information to make logical decisions
Self-managementAccommodate others' view and manage one's use of time (planning, 
prioritizing, organizing)
Media and Information Literacy Ability to obtain and analyze information through ICTs
2.",5.15194,6.097548,11.635415,5.437649,5.675781,10.496771,2.662957,1.656737,5.803153,3.600264,1.641335,10.620778,7.736392,3.297295,8.736182,9.749805,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These broad descriptions are based on various sources, including the 
OECD definitions of key competencies and the Partnership for 21st 
Century Learning (P21) definitions of 21st  century student outcomes.",0.932902,2.805873,6.993576,6.534163,4.277238,9.200864,2.517277,1.53817,30.266742,1.206843,2.250309,6.686348,2.203718,11.737596,5.809372,5.039008,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Opportunities for assessment of 21st 
century skills in current tools
Although only a small subset of the items/tools (31%) 
were identified as indirectly capturing skills, the 
country participants found opportunities for modi -
fication and/or extension of current tools to capture 
21CS.",2.722251,3.714491,14.899247,4.014665,7.298887,22.214321,2.033197,2.095982,8.65086,2.119447,2.381222,6.665434,5.294759,5.339812,5.328374,5.227051,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Table 4 shows selected examples of items and 
explanations of the processes that are being targe -ted, as provided by the Senegalese national research 
team.",2.860425,3.70677,9.691376,7.549599,4.072947,7.771481,2.675007,2.475219,8.904779,1.547608,7.342298,1.686141,9.820494,11.759188,15.335869,2.800799,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The insights demonstrated through these 
item analyses, considering which processes, skills, 
and subskills are being targeted, is a critical step for 
countries moving towards an explicit focus on the 
teaching and learning of 21CS.",1.872493,2.382852,20.651809,6.075858,5.374003,15.471478,2.225106,1.732454,10.941291,1.169451,2.285897,4.775326,3.823183,5.579232,8.513992,7.125576,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"27
Table 4.",2.495321,5.037864,3.818774,2.760937,2.761488,2.845748,3.065959,2.147019,8.94063,1.015534,1.820291,1.593275,2.372089,46.800316,10.808504,1.71625,Regulations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Items identified by Senegal as potentially reflecting 21st century skills
Table 5.",2.591556,5.377694,14.549245,3.889675,3.514211,14.350076,2.084916,1.758521,12.053969,3.854153,2.912558,3.357759,4.663455,7.905726,13.187808,3.948678,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Items identified by Senegal as not reflecting 21st century skillsIn addition to items that reflect 21CS and processes, 
the participants provided items that were seen as not 
constituting potential 21CS items (Table 5), and offe -
red explanations as to why the items do not capture 
the skills.",3.297299,7.430793,18.84757,5.692175,3.53682,7.589107,1.455845,2.873829,12.131043,2.991317,2.69301,4.93776,6.327804,6.888594,8.717495,4.58954,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Unlike the Table 4 21CS items, Table 5 items tend to ask students to remember and repeat learned 
information within a topic area, rather than integrate 
21CS complex processes and apply them to different 
situations.",2.251943,3.26561,11.715795,10.811855,2.512016,19.69806,1.943856,4.868757,9.054285,2.007292,3.71806,3.419171,4.168898,6.865329,9.777865,3.921208,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For The Gambia, opportunities for current tool usage 
in the assessment of 21CS were clearly evident 
(see Table 6).",1.085343,1.322135,13.638311,3.214713,3.871493,12.126155,1.736434,1.341436,30.598588,0.930462,6.234534,2.474068,3.39547,8.450777,7.702212,1.877869,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This is not the outcome of deliberate 
attempts to feature them but an artefact of their 
original design and content.",11.222199,12.335496,8.501135,6.728266,14.722639,4.406653,1.962839,1.951357,5.547723,4.078581,1.633707,5.729879,8.20679,4.419003,4.428463,4.12527,Discovery Invention,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Some tools have: 1) the 
potential to be modified and extended so that they can target skills, and 2) underlying elements that 
can be generalized across multiple subject areas.",2.565997,1.638633,31.812195,2.780426,2.890065,20.195344,1.584718,1.255719,2.720989,1.284004,6.879619,2.932961,4.455535,1.537632,8.866938,6.599223,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Table 6 shows the original items that were provided, 
as well as examples of possible modifications and 
extensions.",1.864777,4.227884,12.615285,8.014963,8.363041,5.447524,1.504082,2.26995,7.449058,0.964036,12.879662,1.827129,4.857728,8.828693,14.707946,4.178243,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"21st century skills assessment items 
(abbreviated)Explanation by the Senegalese  
team of skills elicited by item
Your school does not have a national flag.",2.459091,7.826965,5.491149,1.827207,2.656632,9.65345,6.957154,2.252078,20.586269,3.005799,1.782472,7.287319,3.342574,16.094425,6.380185,2.39723,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The 
director wants to make an order with a tailor.",4.063482,8.387444,4.512681,6.639032,3.114414,8.871357,3.028965,1.148639,11.488388,1.946898,9.462535,1.64273,13.889828,8.943387,7.06168,5.79854,Production Method,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"You 
are responsible for proposing a model.",1.039575,2.817817,8.848965,36.103668,3.90624,11.503463,1.495927,1.696049,4.736879,2.642109,2.283571,4.701318,3.241265,1.836545,6.693818,6.45279,Business Models,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Instructions: Draw the model[Skills targeted: creativity, citizenship]
This item aims to have students imagine and create a 
national flag design.",5.557323,10.480685,18.148997,4.150724,4.060269,10.26015,4.074973,1.530004,4.497852,5.403493,1.919508,7.081517,3.430435,5.180474,9.884251,4.339344,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"It also relates to the promotion of 
citizenship using Senegal’s values and symbols.",3.198817,5.120706,3.118081,5.2414,2.998324,2.235562,17.887559,3.136226,12.202053,5.807122,0.762368,15.51054,3.648974,13.473106,2.51126,3.147902,Governance Structure,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In Senegal, several families live in the same house.",1.985595,14.277907,2.636281,3.250255,3.191866,5.682521,6.122549,7.212708,5.550779,27.831496,1.028315,2.97435,7.294131,8.184456,1.778328,0.998464,Lifestyle,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"After an investigation in the community, a group of 
students identified in a confused (disordered) way 
the causes, the consequences of this phenomenon 
and the solutions recommended to face this 
population problem.",1.656017,21.651934,1.967684,5.97711,9.189572,8.111192,2.301339,3.283214,4.864809,4.335512,2.002764,17.269966,2.739766,2.779636,9.110898,2.758585,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"[See Figure F2 for the full item][Skills targeted: problem solving, analytical skills]
Through this item, students are asked to research the 
causes and consequences of population problems and 
propose solutions.",2.288561,8.485094,6.007176,5.731645,6.189252,13.345427,1.714963,3.338777,5.333914,3.915395,3.804308,14.014386,3.63362,3.5705,15.316696,3.310286,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"To this end, the learner must use basic 
cognitive processes to identify problems, evaluate the 
different consequences, and propose relevant solutions to 
remedy them.",2.090294,3.557674,3.782492,3.504371,3.52122,15.924515,1.576787,2.70019,2.255673,3.022337,7.677568,5.302273,5.488012,1.607942,33.46127,4.527383,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Two classmates do not agree on a point of view.,1.292214,59.614299,0.355355,1.549386,2.835889,7.338234,1.613961,3.679348,1.26122,1.819073,0.388214,12.317464,1.017055,2.280859,1.609058,1.028372,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"They verbally attack one another and are ready to 
physically fight.",10.215885,21.071925,2.791088,4.641048,9.89507,9.140055,5.052149,2.751202,1.989387,2.275918,0.792268,6.803146,1.910242,15.048618,3.654757,1.967242,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Instructions: Propose two solutions to this 
difference of opinion.[Skills targeted: conflict resolution, problem solving]
The student must identify the points of disagreement 
and analyze the issues and perspectives before proposing 
solutions to resolve the conflict.",2.231431,7.545576,3.261924,2.645351,2.208243,21.677369,4.017342,1.948157,2.913684,2.092626,3.62657,9.397416,2.505943,3.006374,26.952788,3.969208,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Items that do not reflect 21st century skills Explanations by the Senegalese team 
Context: Your friend wants to classify the following 
animals according to whether they are herbivorous or 
carnivorous: sheep, lion, ox, dog, goat, and cat.",3.222674,10.154398,3.801923,2.28482,4.410882,12.728012,3.982531,9.721437,9.898406,5.910841,2.302661,10.419577,5.374953,10.822202,2.408117,2.556565,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Classifying animals according to their feed-type is not 
targeting 21st century skills.",2.22532,5.201896,2.935172,2.446818,4.925355,14.381186,1.945686,22.699384,8.324673,5.471064,1.223426,7.920173,8.257762,7.632242,1.635794,2.774051,Health Regimes,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In order to answer this 
item, students only need factual information.",2.342913,9.910769,4.233888,4.058229,8.530574,10.060638,1.436286,5.789797,14.38198,2.570303,4.010708,13.038496,2.016791,14.14532,1.600319,1.872991,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Instructions: Build a circle of 3 cm radius.,5.760621,5.352923,7.145726,4.004319,4.996991,10.649991,5.638778,3.068152,2.507336,4.011018,6.460438,1.67721,10.770494,4.096556,18.754964,5.104483,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Trace two 
perpendicular diameters AB and CD.",3.067638,3.998546,2.537582,3.420917,32.912386,3.577989,1.446113,3.093544,12.63691,2.282221,2.86153,1.193575,4.875124,14.201314,4.662924,3.23169,Discovery Invention,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Join the ABCD 
points.",1.010841,11.153659,2.977806,4.015916,9.084365,8.080287,1.668263,4.422111,22.610255,1.875937,1.714107,5.440217,1.254153,15.017393,6.730216,2.944476,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Name the figure obtained.,6.398009,18.912721,14.877428,9.220847,16.068219,1.418137,1.990636,1.607066,6.048442,1.34306,2.389789,1.797976,3.163077,11.083343,2.070475,1.610775,Best Selling Books,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This geometric construction activity does not capture 
21st century skills.",8.728514,4.276647,5.483743,4.392931,6.874597,15.787858,1.407547,2.022758,4.022902,7.279281,1.538901,7.861381,16.8415,2.685447,3.537402,7.258591,Production Method,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This item can be answered by 
following the instructions, and does not require 
problem solving processes, such as reflection and 
analytical thinking.",2.877225,2.533286,13.142269,4.733656,2.761004,7.495939,1.899676,2.912172,7.952341,2.086883,11.484071,3.63253,13.181908,3.295598,16.953561,3.05788,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Source: Senegal Country Study (2019): OAA Mini-Study , UNESCO
Source: Senegal Country Study (2019) : OAA Mini-Study , UNESCOCapturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries28
Table 6.",2.237655,7.228306,4.012582,2.53009,4.5361,14.914488,3.070613,2.977357,17.836525,4.268258,2.40972,3.728962,4.453066,16.026508,7.169089,2.600682,Industry Standards,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Items and modification inputs identified by The Gambia as potentially reflecting 21st century skills 
These examples show that the current assessment 
items are a good starting point for developing 
assessments that target 21CS.",1.159771,1.711315,20.284863,2.7741,4.326475,19.141377,1.829642,1.507713,18.518594,1.453992,3.31961,4.910863,4.129752,5.969095,5.679514,3.283325,Blueprints Toolkit,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Although the items 
may be subject or topic-specific, the type or format 
of the item is one that can be used regardless of 
the subject area.",6.921598,3.100504,11.217328,8.27793,1.915163,18.644596,2.444014,4.17188,12.0736,3.810618,3.650522,9.151732,3.078498,6.146962,2.903765,2.491289,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, rather than asking 
for one answer, having students provide two or 
three different options provides opportunities for 
critical and analytical thinking.",1.411634,2.189954,1.490221,2.828891,1.076369,44.999589,1.76527,1.593639,1.364399,3.054069,1.116812,28.214765,2.980472,0.771608,2.894577,2.247731,Expert Advice Recommentations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Asking students to 
identify a problem, as well as possible solutions, can 
provide opportunities to generate, evaluate, and 
analyze ideas that can have real-life applications.",1.955342,4.022974,4.586231,8.060956,2.320685,18.902784,1.554725,1.392279,1.950687,3.400174,3.926256,13.661016,3.074409,1.054971,27.007545,3.128966,Solutions Playbooks,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
