Sentence,Adult,Arts and Entertainment,Autos and Vehicles,Beauty and Fitness,Business and Industrial,Computers and Electronics,Finance,Food and Drink,Games,Health,Hobbies and Leisure,Home and Garden,Internet and Telecom,Jobs and Education,Law and Government,News,Online Communities,People and Society,Pets and Animals,Real Estate,Reference,Science,Sensitive Subjects,Shopping,Sports,Travel,Category_Tag,Filename
"Care, E., Anderson, K., & Kim, H. (2016).",14.505686,5.316678,2.156024,9.517895,7.632852,5.05218,1.036808,4.452844,0.575103,10.877182,3.625429,2.776981,0.513102,4.030586,0.932337,7.263769,0.563116,3.394856,2.226217,0.88027,2.321357,3.588277,2.194576,3.226699,0.740872,0.598303,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Visualizing the breadth 
of skills movement across education systems.",8.517489,3.601962,0.800758,4.755437,1.508195,2.456035,0.517713,0.784815,2.00072,1.482164,2.98096,1.356906,1.173058,34.81858,1.057898,4.780192,6.147103,8.852646,1.823241,0.400298,1.355301,2.523387,3.099693,0.75471,1.928006,0.522733,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Skills for a 
Changing World.",9.516951,3.108178,1.114041,5.21953,1.661428,1.942558,0.213466,0.926932,1.778601,4.973039,4.441754,1.493073,0.332051,11.582669,0.306514,3.644731,3.818911,33.031276,0.913622,0.384084,0.547124,2.621841,3.902566,0.683484,0.94463,0.896946,People and Society,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Washington, D.C.: The Brookings Institution.",8.95193,14.892153,1.92738,2.000874,8.925681,2.071233,1.725219,2.607658,0.453204,3.757688,1.941644,7.553775,0.417752,8.12509,3.759825,8.42169,0.61127,8.563673,1.475011,2.97201,3.078079,2.402006,1.115893,1.264988,0.449487,0.534791,Arts and Entertainment,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E. Griffin, P .,",12.901621,5.866301,6.54417,7.403573,9.169131,4.940874,0.763317,6.703183,0.696923,11.84184,3.021102,6.043097,0.259783,5.925008,0.914328,3.291816,0.36665,3.402747,2.698067,0.594451,0.691851,2.63063,1.626214,1.062905,0.342708,0.29771,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Scoular, C., Awwal, N., & Zoanetti, N. 
(2015).",4.323136,9.378266,2.746746,8.289102,4.650714,6.053581,1.697599,4.856522,1.28989,8.067381,3.785845,2.784062,0.562244,2.916204,1.027169,10.581969,0.424308,3.942716,3.887465,0.817296,2.619485,10.597357,2.043186,0.929431,0.857153,0.871174,Science,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Collaborative problem solving tasks.,9.665527,1.02587,1.353414,2.792802,3.08486,3.824599,0.467892,2.179541,3.171592,2.393891,7.421763,2.837126,1.197667,12.447253,0.418792,3.64775,29.873567,2.288793,0.995855,0.45625,1.115021,3.465933,2.690945,0.665137,0.309349,0.20881,Online Communities,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
In P .,11.415122,4.551144,4.376264,10.296793,10.769258,11.25013,2.794522,7.070874,1.838932,12.603306,1.766186,4.338189,0.27939,2.189667,1.210844,3.308537,0.35944,1.740233,1.153339,0.461272,1.83174,1.496556,1.335549,0.589821,0.532919,0.439975,Health,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Griffin & E. 
Care (Eds.),",17.305783,5.332047,3.570328,7.467694,6.508432,5.321846,0.871072,4.511318,0.657064,12.245205,2.508349,4.951765,0.411198,8.308807,0.934264,3.770146,0.557791,3.40255,1.90239,0.498351,1.277415,3.905462,1.812312,1.431792,0.235948,0.300667,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Assessment and Teaching of 21st Century Skills: 
Methods and Approach (pp.",26.859554,3.518072,1.154726,3.211387,1.369927,1.939379,0.656439,1.272489,1.2985,3.000437,3.506371,1.599196,0.594075,20.847233,0.71234,5.393104,3.291783,8.249414,1.228125,0.714018,1.383373,1.955615,3.512618,0.911258,1.329316,0.491252,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
85-104).,9.930139,3.769625,6.476922,11.599783,9.441625,10.138741,3.86773,4.152946,0.969542,13.133945,1.875281,5.464477,0.327885,0.950918,1.051306,5.136766,0.36441,1.452544,1.410517,0.982737,1.178927,2.600166,0.948064,0.850631,0.831135,1.09324,Health,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Dordrecht: Springer.,8.244502,4.054066,3.670703,10.216731,4.209273,5.972093,1.236504,5.719641,0.858487,5.330445,5.655138,3.93848,0.561133,10.272831,0.574847,6.523637,0.841357,9.143541,1.963727,1.078783,1.645845,3.524189,1.327267,2.24288,0.560903,0.632998,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E., Griffin, P ., &",11.770683,4.969043,7.122298,8.044337,10.092403,6.329362,0.91815,6.224561,0.873189,12.440852,2.856588,6.35477,0.321214,3.587476,0.883576,3.359895,0.477579,2.237986,3.68491,0.545501,0.838782,2.388103,1.398755,1.507794,0.490916,0.281278,Health,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Wilson, M. (Eds.) (",10.058708,5.480615,3.164729,5.868739,7.744777,3.646416,0.998714,3.172921,0.720894,10.193391,4.641212,4.875185,0.230083,12.177235,2.312475,3.421112,0.466191,6.660366,1.718748,0.694482,2.070538,6.325849,1.349795,1.028445,0.536966,0.441417,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
2018).,10.745816,4.20192,4.673229,10.653442,10.800524,6.587809,2.780364,3.877028,0.7767,12.918407,2.254562,5.671269,0.381873,1.565356,0.696878,9.478899,0.740704,2.580005,0.906325,0.615659,1.456212,1.456835,1.223785,1.068924,1.488262,0.399216,Health,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Assessment and 
Teaching of 21st Century Skills: Research and Applications.",26.352055,3.623908,1.098901,3.268032,1.306074,1.982373,0.577212,1.180631,1.380471,2.821903,4.250792,1.624414,0.679737,21.56527,0.721641,5.01259,3.418405,7.848872,1.210239,0.654596,1.367387,1.774998,3.23154,1.023063,1.5807,0.444198,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Cham: Springer.,9.864585,4.307046,3.15359,12.373021,9.145572,6.098106,1.806345,8.007721,1.304696,7.649639,2.65303,4.058906,0.698645,5.828449,1.012261,5.0504,1.425161,5.825884,1.467749,0.719752,1.665547,1.075756,1.350088,2.238727,0.686014,0.533308,Beauty and Fitness,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E., Kim, H., Anderson, K., & Gustafsson-Wright, E. (2017).",13.574648,5.185401,2.390609,9.241513,6.824461,5.088594,1.464899,5.734599,0.71339,10.328132,3.474322,3.16793,0.43281,4.612933,0.923123,7.142566,0.775454,3.669223,2.444974,0.903472,2.136539,3.797574,1.790449,2.739379,0.725465,0.717538,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Skills for a changing world: National perspectives and the global 
movement.",6.007758,4.940327,1.058718,2.725095,2.556388,1.04541,0.31756,0.779466,1.001948,3.664209,2.446776,1.002946,0.302238,3.658448,1.462266,11.990137,4.206509,38.567052,0.851359,0.519754,1.339779,1.73194,4.285142,0.424305,1.668141,1.44633,People and Society,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Washington, D.C.: The Brookings Institution.",8.95193,14.892153,1.92738,2.000874,8.925681,2.071233,1.725219,2.607658,0.453204,3.757688,1.941644,7.553775,0.417752,8.12509,3.759825,8.42169,0.61127,8.563673,1.475011,2.97201,3.078079,2.402006,1.115893,1.264988,0.449487,0.534791,Arts and Entertainment,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E., Kim, H., Vista, A., & Anderson, K. (2019).",14.176643,4.916661,2.890832,8.537089,7.324778,6.213215,1.040425,3.52455,0.550347,8.755536,3.64628,4.526126,0.439415,6.046282,1.01402,6.331243,0.633562,2.590821,2.214076,1.534305,2.532281,3.8793,1.479934,3.933798,0.61217,0.65631,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Education 
system alignment for 21st century skills: Focus on assessment.",23.246228,3.146947,1.444355,3.284627,1.880398,2.956,0.864211,1.322332,1.410107,3.214394,2.330916,2.159646,1.102667,20.004146,1.983664,5.725932,3.641282,5.50941,1.543157,0.939219,2.299588,2.300868,4.298049,1.025232,1.866814,0.499811,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Washington D.C.: The Brookings Institution.,8.948839,15.214925,1.901018,1.90908,8.612655,2.029974,1.783976,2.542366,0.453019,3.643025,1.897291,6.692791,0.411271,8.325858,4.448076,8.687959,0.59305,8.719938,1.446989,2.989826,3.150625,2.252413,1.126819,1.217757,0.455224,0.545237,Arts and Entertainment,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E., Vista, A., & Kim, H. (2019).",13.128793,4.263738,3.918065,7.925684,8.806099,6.810853,1.410956,3.934246,0.499368,9.776334,2.972795,5.632826,0.411702,4.675259,0.819194,5.850342,0.652149,2.246731,1.650462,1.86495,2.537671,3.221372,1.442987,4.267749,0.447304,0.832368,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Assessment of transversal 
competencies: current tools in the Asian region.",6.673165,2.374114,1.860201,8.028356,6.248471,4.236917,2.370881,1.807496,2.421571,5.101284,1.604285,1.550234,1.115178,12.715087,2.735998,7.885445,3.242618,5.45957,3.84457,0.651146,3.439411,2.312694,4.55734,1.502942,4.736227,1.524798,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Bangkok, Paris: 
UNESCO.",1.972072,4.295565,1.15943,1.15904,2.607428,1.143542,1.187233,1.184701,0.419085,3.144294,0.753709,2.485422,0.294631,0.888927,0.688666,5.333761,1.105198,7.336107,1.111864,1.37175,4.681172,2.270537,2.118284,2.171464,1.830514,47.285602,Travel,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Care, E., & Luo, R. (2016).",12.432299,3.466772,3.817064,11.541071,7.012736,4.776171,1.753728,4.319763,0.651282,16.979214,2.25705,4.356737,0.442324,2.459622,0.817304,5.810934,0.588225,2.376076,2.080787,0.879203,2.142974,3.752774,2.639341,1.162048,0.710657,0.773845,Health,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Assessment of Transversal 
Competencies: Policy and Practice in the Asia-Pacific Region.",8.529558,2.040619,2.269858,6.50255,7.053647,4.225237,2.348806,1.866451,0.984934,7.51722,1.113252,1.845569,0.790298,3.477453,2.977565,17.23003,0.953293,5.597712,1.801237,1.712628,2.50001,2.04295,6.597038,1.167301,1.26295,5.591836,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Bangkok and Paris: UNESCO.,1.639365,4.1723,1.021308,0.922449,2.623529,0.903247,1.11757,1.132886,0.364196,2.627634,0.64651,1.886071,0.256817,0.629003,0.742354,4.759028,0.875325,6.103343,0.949537,1.143257,3.817007,1.852841,1.959961,1.721574,1.888801,54.244088,Travel,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Kenya Institute of Curriculum Development (2017).,13.600754,3.250185,1.182456,6.874953,3.393002,4.148984,1.085548,1.885813,1.015979,7.69342,1.38283,3.692573,0.498931,10.367077,1.312483,12.971479,1.919094,8.497124,2.192649,0.62943,2.647293,2.160233,4.424592,1.104398,1.390155,0.678563,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Basic 
education curriculum framework.",15.975271,2.103171,1.144426,8.690621,2.470847,3.663985,1.076998,2.167728,1.153101,4.565364,1.811402,4.346403,1.041231,17.413219,1.553761,5.662168,2.419445,2.4642,1.311544,0.700567,10.809018,3.08933,2.04312,1.279103,0.461308,0.58267,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from https://kicd.,3.037982,5.082633,2.370504,4.569374,6.718596,14.242629,1.660691,5.302081,1.60049,3.06897,1.428556,4.315016,3.393695,1.901654,1.243033,9.815579,2.582067,6.377067,2.273794,1.029352,4.721065,5.153797,2.312767,3.392037,0.960562,1.446009,Computers and Electronics,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"ac.ke/curriculum-reform/basic-education-curriculum-framework/  
Democratic Republic of Congo Loi-cadre n° 14/004 du 11 février 
2014 de l’enseignement national (n.d.).",10.009548,2.864134,1.366869,3.505583,4.609569,2.814204,1.373091,2.314201,0.602554,5.478662,0.905314,3.404338,0.430871,8.409567,3.147403,21.239439,1.246364,8.532699,1.272206,0.753198,5.402482,3.834168,3.990152,0.888555,0.766082,0.838747,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Retrieved from http://
www.leganet.cd/Legislation/Droit%20Public/enseignement/
Loi14.004.11.02.2004.htm  
République de Côte d’Ivoire (2018-2019).",5.13068,5.487115,2.796164,1.912597,5.515188,3.256674,3.007073,3.330421,0.773202,5.815378,1.016921,2.711005,0.70453,2.080054,5.968267,24.075131,0.467338,8.463104,2.289227,1.120582,3.85103,3.23954,2.890482,1.409714,1.291981,1.3966,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Direction des 
stratégies, de la planification et des statistiques, Ministère 
de l’Éducation Nationale, de l’Enseignement Technique et la 
Formation professionnelle.",9.112315,3.926899,1.183461,3.50049,5.453585,3.689897,2.976492,2.259312,1.084895,5.977475,1.91459,2.033138,1.000004,10.293491,2.294167,15.313865,1.665316,7.966492,2.038966,1.167628,3.362915,5.239312,3.261212,1.081684,1.269403,0.932996,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Ministere de l’education nationale de la république du  Sénégal 
(2013).",10.37475,3.605194,1.366924,4.194956,4.83402,3.427032,1.485347,2.815721,0.799101,8.510247,1.516759,3.179364,0.632993,7.647645,4.888649,16.374136,1.20541,8.565594,2.579464,0.46695,2.682579,1.914239,4.638174,0.586847,0.971691,0.736216,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Programme d’ Amélioration de la Qualité, de l’Equité 
et de la Transparence [PAQUET].",6.851439,5.14344,2.03841,7.684971,3.627026,7.56583,2.399547,3.535837,1.436391,7.669898,2.062669,3.623226,1.254572,5.269556,1.524446,13.010105,1.913952,6.876221,1.993985,1.306409,2.245647,2.762505,3.94758,1.798804,1.317959,1.139575,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from http://www.,2.593653,7.374811,4.615613,5.96863,8.415987,12.873701,1.807842,10.209317,1.12322,2.104333,1.17248,4.53876,1.167916,1.443533,0.63641,9.942774,1.192565,4.93388,1.447161,0.73603,5.080639,2.43674,0.899462,5.187602,0.842901,1.254041,Computers and Electronics,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"education.gouv.sn/fr/politique-educative?qt-quick_programme_
et_projets_=0#qt-quick_programme_et_projetsRapport mini-étude OAA Sénégal, INEADE/MEN Sénégal, 
janvier 2019
Carnet de test LMTF, INEADE/MEN Sénégal, janvier 2016
Carnet de test SNERS, INEADE/MEN Sénégal, mai 2015 
Ministry of Basic and Secondary Education of The Gambia 
(2015).",8.217276,3.836108,2.509337,5.539034,4.538745,5.642,1.630175,3.03014,1.544973,9.535156,1.645701,3.047798,1.01329,5.061983,1.740109,14.231125,1.682779,6.437317,3.360758,0.543918,3.446302,4.395753,4.005397,0.771006,1.622198,0.971621,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Mission statement.,4.549372,4.455276,5.194671,12.366085,8.095992,5.563785,0.949607,2.239258,2.310638,8.202038,3.881401,2.132479,0.403005,3.717623,3.211392,10.800028,0.923451,5.001114,1.16309,1.981988,0.632092,2.785572,3.508874,0.272786,0.621991,5.036392,Beauty and Fitness,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Retrieved from http://www.,2.593653,7.374811,4.615613,5.96863,8.415987,12.873701,1.807842,10.209317,1.12322,2.104333,1.17248,4.53876,1.167916,1.443533,0.63641,9.942774,1.192565,4.93388,1.447161,0.73603,5.080639,2.43674,0.899462,5.187602,0.842901,1.254041,Computers and Electronics,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"edugambia.gm/about-us/mission-statement
Gambia Education Policy 2016-2030
Ministry of Education and Training of the Kingdom of Lesotho  
(2008).",11.031437,3.120268,1.793653,4.901625,6.339088,4.061433,2.082149,2.04264,0.747227,5.908593,1.411417,2.164786,1.001996,6.724454,5.159609,20.821156,1.224489,5.417939,1.49899,0.745159,2.28795,1.825178,4.238263,0.759588,1.056728,1.634185,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Curriculum and assessment policy: Education for 
individual and social development.",31.920948,3.153719,1.177536,4.149786,2.895061,2.059655,1.635913,2.202791,1.018663,5.367694,1.969507,1.82232,0.747106,7.644197,2.253204,9.346998,2.122352,5.036831,1.263421,1.239456,1.894073,1.491597,5.424599,0.7629,0.738644,0.661026,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Retrieved from http://
planipolis.iiep.unesco.org/sites/planipolis/files/ressources/
lesotho_curriculum_and_assessment_policy_framework.pdf 
Ministry of Education, Government of the Republic of Zambia 
(2007).",5.951717,3.692349,1.35297,5.459693,6.034953,4.568217,1.99998,2.91016,1.059532,5.341335,1.158903,2.776514,0.563145,5.054922,2.06879,21.693786,1.837074,9.224159,1.988115,0.90914,3.349622,3.862577,3.701667,0.915647,1.074799,1.450234,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Education sector: National implementation framework 
2008-2010.",16.279716,3.061269,1.054675,3.870927,5.724903,3.259152,2.288491,1.841686,0.756872,6.066677,1.589141,2.104846,0.948765,8.75994,5.293833,16.142052,1.483313,4.187678,1.239239,1.001938,4.757603,2.087144,3.958605,0.533046,1.240009,0.468479,Adult,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Retrieved from http://www.moge.gov.zm/?wpfb_dl=57 
OECD (2001).",2.930542,5.606693,2.267302,1.956125,11.200945,5.48866,4.923274,2.486556,0.987542,2.818326,0.678682,2.276805,0.382109,2.227235,5.648674,20.867988,0.509854,4.742677,1.602018,1.010885,7.598288,7.064249,1.604081,0.961779,1.252721,0.905991,News,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Definition and Selection of Competencies: 
Theoretical and Conceptual Foundations.",8.299263,2.783392,1.526838,6.012857,2.642674,5.152061,0.784735,1.47125,1.697483,5.54069,2.152725,1.496472,0.583234,30.789704,0.938549,5.03173,2.516463,5.988746,1.66794,0.541989,1.659346,4.52302,3.607159,0.816819,1.207507,0.567353,Jobs and Education,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
