Sentence,Accommodation Food Services,Agriculture Forestry Fishing,Arts Entertainment Recreation,Economywide,Educational Services,Health Care Social Assistance,Information Finance Insurance,Manufacturing,Mining Quarrying Oil Gas,Public Administration,Real Estate Rental Leasing,Technical Management Services,Transportation Warehousing,Utilities Construction,WholeSale Retail Trade,Category_Tag,Filename
"The case studies of Senegal, 
The Gambia, and Chad illustrate how the policy 
intervention recommendations of this study can 
help improve the context for effective teaching and 
learning of 21CS.",3.656455,8.132321,2.622504,10.304232,25.234399,16.026376,4.235622,3.539251,5.359971,3.70599,1.707943,9.062775,2.038253,2.034309,2.339599,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The case of Senegal – Cheikhena Lam
In Senegal, a holistic view of skills is mentioned in 
strategic documents—the General Policy Letter and 
the Quality, Equity, and Transparency Improvement 
Program.",3.682541,7.616976,3.787377,7.293982,6.809163,10.251212,5.803835,4.588533,12.753402,7.55853,2.451946,18.156308,2.785431,3.588424,2.87234,Technical Management Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The mission entrusted to the Senegalese 
education system is “to cultivate a Senegalese person 
anchored in a conscious and active, republican and 
democratic citizenship; dedicated to the respect and 
promotion of national and African values; committed 
to sustainability in their behaviour and lifestyle; 
competent and motivated in his/her profession and 
in the service of the country; integrated in a culture 
of science and technology for the 21st century; and 
engaged in lifelong learning” .",4.482828,13.616316,5.756585,7.426993,17.386239,10.641769,3.247955,3.417248,9.814644,5.066039,2.360606,8.890375,2.815755,2.91532,2.161328,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, neither 21CS 
nor the pathways for learning those skills, are explicitly 
identified in the official curriculum.",3.287055,12.404741,6.222773,8.725511,23.563647,6.973982,4.936398,4.849503,8.074868,2.249028,2.104484,7.213323,2.711603,3.769028,2.914055,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Nevertheless, 
the participants of this study identified assessment 
approaches that do elicit certain 21CS processes, 
although they were not necessarily developed for this 
purpose.",5.593452,8.47976,3.794027,9.923258,6.906985,9.160761,6.732969,7.106763,14.509879,2.315833,2.572446,10.064954,3.492823,6.091074,3.255015,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The study enabled key Senegalese experts from 
the Ministry (pedagogical and technical directors) 
to benefit from an update (training workshop) on 
21CS and to undertake a critical reading of existing 
planning and evaluation tools, in light of these new 
capacities.",4.046058,10.948657,3.290008,7.120906,14.304733,10.944064,4.212802,5.530482,13.309957,3.643199,1.825442,11.616033,2.832338,4.12125,2.25407,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Both the collection of items and the 
selecting, and coding of exercises facilitated the 
application of these new capacities.",5.916061,12.859498,9.621071,5.616611,5.261473,7.996032,4.176614,8.672335,11.700606,1.622595,1.488839,7.791455,8.56148,2.61774,6.097591,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Furthermore, 
the Ministry was able to identify new challenges and 
to explore a re-structure of curricular documents, 
learning materials, and assessment tools for a systematic consideration of 21CS—foundational 
skills needed for the lives of modern citizens.",2.463642,10.684059,3.798652,6.292924,22.855571,13.85302,4.400658,2.321496,5.109444,6.946503,2.12678,10.510705,2.199152,4.515191,1.922202,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These challenges call for the following reforms:
-  systematic consideration of the 21CS in the next 
curriculum revision;
-   capacity building of stakeholders at all levels on 
issues related to 21CS (policy makers, education 
administrators, curriculum developers, teachers, 
parents, evaluators, et",2.929105,11.030917,2.408612,12.519145,20.95134,7.397572,3.43004,3.636505,5.091053,10.620815,2.218689,6.578047,2.071612,6.128215,2.988332,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"c.) and raising awareness on 
their relevance for meaningful learning;
-  revision of didactic tools: manuals, guides, 
evaluation booklet;
-  upgrading the system of performance monitoring 
and certification of knowledge to increase the 
presence of these skills.",3.206044,8.067698,3.515887,3.488857,39.922757,5.942636,3.676509,3.534851,4.274252,2.60668,1.206963,11.486148,3.219174,1.978714,3.87283,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The case of The Gambia – Momodou 
Jeng and Ousmane Senghor
Skills are prominently featured in the education 
policy documents of The Gambia.",3.36599,9.917348,3.438816,11.794906,18.448955,12.875938,5.174075,3.363392,6.738365,6.344574,2.53261,8.420681,3.148147,2.146648,2.289557,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"For example, 
according to the vision and mission statements 
of the Ministry of Basic and Secondary Education 
of the Republic of the Gambia, the goal of the 
education system is to provide «a responsive, 
relevant, and quality education for all Gambians» 
so that Gambian children will be equipped with 
the skills needed to make them fully functioning 
members of society who contribute to the success 
and development of the country.",3.415261,10.466691,2.794393,7.003101,36.308498,9.054398,3.208231,2.713025,5.132236,4.243464,1.748412,7.948602,1.84165,2.522499,1.599539,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Skills such as 
creativity and the development of a critical and 
analytical mind are included in the educational aims 
© Ousmane Senghor4.",3.955591,7.447347,11.163137,5.978585,22.259447,5.154005,4.868852,5.020757,6.971216,2.917687,1.952499,12.792122,4.136696,2.786171,2.595889,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Focus on Senegal, The Gambia, and Chad
Students at a school garden for a lesson  on Social and 
Environmental Studies (SES)Capturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries32
of the Education Sector Policy 2016-2030.",3.122298,15.714422,4.081261,5.790189,25.869113,7.378094,2.773501,3.83302,11.627658,3.698138,1.869047,6.993947,1.853748,3.451836,1.943727,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In keeping 
with the country’s commitment to the Sustainable 
Development Goals, the education sector is 
committed to promoting Life Skills Education to 
help learners acquire not only knowledge and skills, 
but also behaviours (adaptive and positive) relevant 
to their self-fulfillment in a changing social and 
economic environment.",3.167554,6.92674,3.491866,5.128389,48.853171,3.718833,3.390615,2.127061,4.684174,2.991931,1.16148,8.058861,1.422225,3.287815,1.589284,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Although the skills are mainstreamed in curricular 
materials, many teachers lack the knowledge 
and skills to transform the concepts into effective 
daily classroom practices and classroom-based 
assessments.",2.181395,5.973009,3.62272,3.159111,61.39954,2.438121,2.225634,2.272688,3.887477,1.703638,1.176391,3.88138,1.481134,2.374922,2.222841,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The lack of alignment between the 
intended curriculum, the taught curriculum, and 
the assessment practices is evident; the skills are 
not adequately featured in any of the assessments 
or examinations conducted in The Gambia.",3.816437,13.510549,4.592277,5.622607,29.257563,7.507836,2.872307,4.806963,9.188294,2.368295,2.082527,6.313202,2.200868,3.108658,2.751616,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This 
was confirmed through the collection of tools at 
the national and school levels as part of the study.",4.018062,13.119553,2.439705,12.016556,14.754636,7.146116,4.061599,5.611663,14.699576,3.372999,1.783848,4.425429,3.315271,6.205185,3.029801,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"However, for The Gambia research participants, 
opportunities presented by their current tools for the 
assessment of 21CS were clearly evident (see Table 
6).",4.469164,11.827104,3.646217,11.917966,7.125754,11.57771,5.688373,6.454629,12.81785,2.374442,2.404435,9.913479,2.60288,3.89126,3.288738,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Having assessments of 21CS is only the first step.,3.989738,12.73456,3.357598,17.461559,5.205507,13.839979,6.751321,5.63974,10.132601,2.464518,2.75574,6.540529,2.474973,3.722614,2.929023,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"If 
these assessments are to be used effectively, they 
need to be embedded in and aligned with the 
existing national system.",3.751622,8.978214,1.633052,25.935939,7.232938,6.364493,7.295106,3.587377,7.103345,7.406506,2.555173,5.320133,3.734854,6.225045,2.876202,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The Gambia sector-wide 
Education Policy 2016-2030 “Ensure inclusive and 
equitable quality education and promote life-long 
learning opportunities for all” has triggered critical 
analysis about policy, its implementation, and 
monitoring.",2.048689,5.667033,1.2462,8.888312,55.657546,4.079896,2.839926,2.002299,3.868959,4.425325,1.100856,3.819115,1.202279,1.795311,1.358253,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   What would be our new strategies in terms of 
data collection, data sources, frequency of data 
collection, and coordination of data collection?",3.302134,16.131166,2.238026,8.676798,1.97572,6.392212,8.581312,6.613094,12.369038,4.092722,2.760699,7.630643,7.954782,3.526122,7.755533,Agriculture Forestry Fishing,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-  Is there any institutional restructuring require -
ment to be done for rapid data compilation?",3.150405,14.590643,1.810321,16.862948,2.369526,4.802981,6.12163,5.887142,12.840661,6.944519,2.642771,5.084559,6.231241,5.882018,4.778634,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   What networking arrangements do we need to 
consider for secondary data collection?",5.415026,8.840279,2.644349,7.041871,2.395098,6.725801,17.507932,3.267117,14.183545,2.98857,5.362044,6.354362,6.882911,6.421055,3.97004,Information Finance Insurance,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   How do we ensure, at national level, the 
coordination of information and data?",3.446121,12.123291,2.645112,14.084006,2.198701,7.860842,11.977253,5.00058,10.178615,6.453133,2.895113,6.256686,7.349974,3.881384,3.64919,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-  Do we have the necessary local capacity to 
report on all SDG4 indicators?",5.039464,13.550053,2.632239,14.570684,2.986027,9.224014,8.615909,4.467635,8.510922,4.160958,3.165168,7.553906,3.773313,8.226087,3.523622,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   How do we align policy goals and targets with 
the SDG4 indicators?",3.010609,8.891209,2.045632,32.141755,2.531407,8.18432,6.127804,3.434767,6.071576,7.489185,2.371152,8.757311,2.470884,4.095875,2.376515,Economywide,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"-   What are the financial and human resource 
requirement for the achievement of the 
targets and in terms of data needs and data 
collection?",3.971647,8.376896,2.7065,9.877676,1.887663,7.972043,11.337616,3.865989,19.522053,7.903422,2.025911,10.114365,3.49363,4.042082,2.902507,Mining Quarrying Oil Gas,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The Education Policy 2016-2030 dictates a better 
articulation between learning goals, curriculum 
relevance, teacher training needs, development of 
materials, and students’ learning outcomes: “Curricu -
lum is defined as the totality of the experiences the 
pupil has as a result of the provisions made in terms 
of content, teaching and learning material develop -
ment, pedagogical approach, assessment, school 
culture and organization, and teaching and learning 
environment. ”",1.734245,2.961721,1.491723,4.472201,70.125375,2.301168,2.503153,1.090954,2.087659,2.567726,0.916374,3.243851,1.255501,1.746581,1.501768,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"As the learning goals constitute a fun -
damental element of the education system (determi -
ning what is to be taught and learned at each educa -
tion level) the participants from The Gambia believe 
that it is critical that any meaningful and sustainable 
education reform start with curriculum reform as the 
key element that forms the basis of the teacher trai -
ning program.",2.897477,9.669776,2.743348,9.911356,43.93154,5.96009,2.215879,2.705928,5.107565,4.197893,1.599293,3.511576,1.432923,2.5307,1.584656,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Thus, The Gambia’s approach for the 
integration of the 21CS will prioritize the following 
steps: 
 -  Revise curriculum to address the missing 
learning objectives and targets that relate to 
the 21CS;
 -  Develop materials to give teachers opportunity 
to access materials for the teaching and 
assessment of 21CS (for new content areas or 
to reinforce existing materials);
 -  Train teachers to address new emerging peda -
gogical issues;
 -  Develop assessment guidelines to establish 
learning progression that relate to the 21CS;
 - Formulate educational policies.33
The case of Chad – Oumar Ali Moustapha
Chad is classified as a fragile and conflict-affected 
country (FCAC) and is one of the 10 poorest countries in 
the world (ranked 163th out of 169 countries in the Hu -
man Development Index).",3.821564,12.089086,3.665282,9.282762,22.388005,11.9321,3.360459,5.438461,7.744434,3.281359,2.039137,6.515653,3.029963,2.93454,2.477195,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This has implications for the 
education of their children and the system more widely.",2.939702,4.639396,1.819541,9.9278,49.174455,5.92627,4.074998,1.722805,4.185101,3.942948,1.217376,3.214371,1.940439,1.929004,3.345793,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"One of the challenges, which the primary education sys -
tem will need to address over the next decade, is to reduce 
the disparities between school-aged population, through 
increased access to and completion of  education.",2.042816,6.086929,1.967958,7.132932,42.812072,9.690298,3.54746,1.677953,6.782235,5.910933,1.543271,3.094521,2.397663,3.144433,2.168525,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This can 
be accomplished by focusing efforts first and foremost 
upon the recruitment and training of teachers and the 
development of community-based teachers.",2.560322,9.031751,2.757145,4.075266,48.520054,4.166965,1.602909,1.725084,6.418244,4.82866,1.834785,6.481078,1.387374,2.895235,1.715127,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Chad’s Interim Education Plan reflects the vision for 
the development of education in the country and 
is linked to Sustainable Development Goal 4 and to 
the National Development Plan (“Our Vision for Chad 
in 2030”).",4.067873,14.05908,3.545902,17.847877,17.998634,6.969191,3.351167,3.576083,7.257965,3.439549,3.070748,6.033496,2.543867,4.332895,1.905674,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The National Development Plan outlines 
aspirations for improved schooling, education 
system standards, and level of financial investment 
in the sector by 2020.",2.957104,5.653198,1.770811,20.203893,30.151185,3.594577,4.641329,2.34117,3.869194,5.94371,1.833231,9.433556,1.576729,4.344454,1.68586,Educational Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
