Sentence,Accountants,Artists,Books and Literature,Business Owners,Charitable Trusts and NGOs,Consumer Services,Counselors,Doctors,Estate Agents,Family Offices,Financial Advisors,Franchise Operations,Goods Suppliers,Governments,Hospitals,Independent Consultants,Individuals,Intergovernmental and Regulators,International Institutions,Lawyers,Manufacturers,Multi Nationals,Municipalities and Cities,Online Re-Sellers,Organizations,Parents,Philanthropies and Foundations,Politicians,Private Corporations,Professionals,Public Companies,Regional Governments,Restaurants,Retail Shops,Seniors,Service Vendors,Singles,Sports Persons,Students,Universities,Category_Tag,Filename
"2014 Asia-Pacific Education Research Institutes 
Network (ERI-Net) Regional Study on Transversal Competencies 
in Education Policy & Practice (Phase II): School and Teaching 
Practices for Twenty-First Century Challenges: Lessons from the 
Asia-Pacific Region.",0.84159,2.074065,3.413141,0.718688,2.908688,6.619979,1.743279,0.662457,0.441645,1.401734,1.560743,1.777707,1.078536,5.182271,1.843648,1.066521,3.598089,2.60063,4.089395,0.50416,3.42733,2.129742,3.431861,0.896026,7.386732,2.464063,2.029297,1.181839,0.889269,1.835645,1.663037,8.053716,0.629593,1.288584,1.974861,2.466303,0.654631,0.79199,10.014914,2.663599,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Bangkok: UNESCO.ReferencesCapturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries36
Event Dates Location Mini-Study Activities
Workshop 1 16-17 July, 2018 Dakar, SenegalAttend two-day meeting for introduction to the study, 
familiarization with 21st century skills concepts, description of 
the mini-study method, and information to start the study
Collect Sample 
ToolsAug-Sep 2018 In-countryContact ministry/department of education to sample national 
assessment examples, identify and recruit schools to sample 
from, collect sample tools
Meeting 1 5-6 Sep, 2018 Conference CallsParticipate in calls with other mini-study country participants 
to review data collection 
Workshop 2 8-9 Nov, 2018 Dakar, SenegalAttend 2-day meeting to present sample of tools collected, 
develop coding processes, and to start coding
Coding of 
ToolsNov-Dec 2018 In-country Code the tools collected
Meeting 2Nov 2018  
(as requested)Conference CallsParticipate in virtual webinars with other mini-study country 
participants to finalise coding and prepare final information 
for the synthesis of all countries’ contributions
Data analysis 
and synthesisJan-Feb 2019 In-country Analyze and synthesize data
Report and 
Disseminationmars-19 In-country Drafting of report and dissemination of findingsAppendix A: Study timeline and activities37
Country Participant Title Organization
ChadAli Moustapha 
OumarDirecteur de la promotion des écoles 
nomades, insulaires et des enseignements 
spécialisésMinistère de l'Education Nationale et de 
la Promotion Civique (MENPC)
Côte 
d'IvoireCoulibaly 
FatogomaInspecteur de l'enseignement secondaire ; 
sous-directeur de la formation pédagogique 
continue à la Direction de la Pédagogie et 
de la Formation ContinueMinistère de l'Education Nationale 
de l'enseignement technique et de la 
formation professionnelle
Coulibaly 
YoussoufChef du service du suivi des réformes et des 
programmes - Direction de la veille et du 
suivi des programmesMinistère de l'Education Nationale 
de l'enseignement technique et de la 
formation professionnelle
Democratic 
Republic of 
the CongoKasang NdukuSecrétariat permanent d'appui et de 
coordination du secteur de l'éducationMinistère de l'Enseignement Primaire, 
Secondaire et Professionnel
Jovin MukadiConseiller chargé de la coopération 
internationaleMinistère de l'Enseignement Primaire, 
Secondaire et Professionnel
Gambia 
(the)Momodou JengDirector of Science and Technology Education 
and Head of In-service Training UnitMinistry of Basic and Secondary 
Education
Ousmane 
SenghorSecretary General Gambia National 
Commission for UNESCO (NATCOM) & Head 
of Assessment Unit Ministry of Basic and Secondary 
Education
KenyaAndrew Ngugi 
GatonyeChief Curriculum Development officerKenya Institute of Curriculum 
Development
Assumpta Kamene 
MulilaSenior Subject officer and Head of national 
assessment CentreKenya National Examinations Council
LesothoMethalali Bridget 
KhoaraiDirector – Produce Development and 
StandardsExaminations Council of Lesotho
Mamposi Masoloja 
Anastacia 
MotlomeloDirector - Teacher Training and 
DevelopmentMinistry of Education and Training
MaliMohamed Maïga Directeur du Centre national des examens 
et concoursMinistère de l'Education Nationale
Mamadou 
Bamory KoneChef de la division recherche pédagogique 
et évaluationMinistère de l'Education Nationale
SenegalCheikh SènePlanificateur à la Direction de 
l’enseignement élémentaireMinistère de l’Education nationale
Abdoulaye DiopInspecteur à la Direction de l'enseignement 
élémentaireMinistère de l'Education nationale 
Cheikhna Lam Directeur de l'INEADE Ministère de l'Education nationale 
Ndeye Aby Ndaw Directrice de l'enseignement élémentaire Ministère de l'Education nationale 
ZambiaVictor Stanslas 
Mkumba Principal Education Standards Officer-
TertiaryMinistry of General Education
Standards and Curriculum
Banda Lazarous 
Yobe KaliraniPrincipal Curriculum Specialist - Social 
Sciences FacultyMinistry of General Education
Curriculum Development CentreAppendix B: Study participantsCapturing 21st Century Skills:  Analysis of assessments in selected sub-Saharan African countries38
Table C1
Level Age Group # of classrooms # of pupils # of teachers Sub-cycles # of years
Preschool 
Education3-5 years 7,042 188, 147 9,5333 sub-cycles: small, medium, 
and large sections3 years
Primary 
Education5 6-12 years 95,866 4,003,884 96,2553 sub-cycles: Preparatory 
Course (CP), includes CP1 and 
CP2; Elementary Course (CE), 
includes CE1 and CE2; and 
Middle Course (CM), includes 
CM1 and CM26 years
General Secondary Education6 comprises two cycles: First cycle and Second cycle
First Cycle 
(College)7 12-15 
years 37,077 
classrooms in 
first and second 
cycle 1,603 77061,388 
teachers 
in first and 
second cycle2 sub-cycles: observation 
(6th and 5th) and orientation 
(4th and 3rd)4 years
Second Cycle 
(Lycée)-Upper 
secondary 16-18 
years 506,729 Leads to Baccalaureate 3 years
Source: DSPS/MENETFP 2018-2019
5.",0.830671,3.20306,2.894734,0.868165,3.529841,13.607705,2.306007,0.820404,0.448816,0.888497,0.874608,2.281846,1.169437,2.508617,1.699882,1.385952,5.759076,3.385227,2.717644,0.544395,3.511738,1.667322,3.427755,1.203642,6.49509,1.26738,2.260837,1.010528,0.677892,2.638598,0.963605,3.197685,0.968912,1.948011,3.612978,3.951808,1.075819,1.346248,6.133319,0.916252,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
The primary cycle ends with the Certificate of Primary Elementary Studies (CEPE).,3.849593,1.322137,3.080928,0.779925,1.996579,24.455854,1.405639,1.262587,0.321586,1.372426,1.815113,2.121722,1.13547,2.044195,2.302227,0.572705,3.606632,2.463415,2.78237,0.859469,4.266776,0.765649,1.416941,0.60891,2.523779,2.92589,1.289736,0.779862,1.268907,1.871368,2.774346,1.678317,0.518765,1.163057,1.938465,2.133974,1.162964,1.173284,6.930254,3.258183,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
6.,1.28776,9.041363,33.194377,1.056819,0.938298,2.60813,6.623438,1.000451,0.955044,0.626061,2.019977,5.376823,1.035347,0.580868,0.638251,1.28581,1.363,1.027047,0.996736,1.163151,8.852097,1.087755,0.437401,1.223279,1.267801,0.736946,0.726082,0.74728,0.309564,2.257804,1.033527,0.411792,0.766914,0.740115,0.85176,1.859344,0.917012,1.237279,1.308404,0.409093,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"General secondary education has 1,778 schools, 1,923,763 pupils and 59,356 teachers.",1.120577,1.212365,3.803318,1.20027,1.558876,16.951006,1.499169,1.153493,0.434029,1.036967,1.32472,2.251459,0.791863,3.043424,5.338023,0.698325,7.062528,1.278107,1.616036,0.677539,1.78013,0.913276,1.629738,0.625982,3.711592,4.739257,1.137355,1.554954,0.971345,1.448324,3.626636,1.9645,0.96008,1.235833,1.653677,2.430813,0.918152,0.77614,10.245113,3.62501,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
7.,1.046855,9.144637,32.609703,1.005379,0.77895,2.351379,6.695143,0.896708,0.812911,0.493955,1.420956,7.584177,1.18465,0.64316,0.740159,0.72879,1.812485,1.089004,0.975065,1.274886,8.500988,0.811794,0.546517,1.7658,1.358069,0.563507,0.61847,0.892319,0.401775,1.614007,1.23757,0.49559,0.861026,0.802996,0.67431,2.035585,0.647757,1.39532,1.099806,0.387842,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
Access to secondary education is conditional on successful completion of the national primary education examination.,1.27182,1.505,3.056132,0.771814,3.833039,7.304744,1.99474,1.008164,0.486884,0.875662,1.972857,1.771464,1.029606,4.958942,3.495487,1.022041,3.789126,3.17953,2.427094,0.99923,2.289798,0.886154,2.653155,0.878302,3.130164,4.756522,2.902042,1.696901,2.752123,1.886531,1.151226,4.892258,0.69673,0.671227,1.297134,2.383438,1.099553,0.976019,12.456341,3.791003,Students,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The end of this cycle is sanctioned 
by the Brevet d’Etudes du Premier Cycle (BEPC).Côte d’Ivoire: Ministry of National Education, 
Technical Education and Vocational Training
Located in West Africa, the Republic of Côte d’Ivoire 
has an area of 322,463 km for a population of 23.7 
million (2016).",1.46308,1.972564,4.230702,1.104461,4.654195,7.761257,2.616899,0.974119,0.428716,1.322357,1.172657,4.353022,1.585283,4.936314,3.096144,1.049403,3.670471,3.132831,7.096051,0.806458,4.55841,2.08205,2.277409,0.55931,5.938534,1.427074,2.731469,1.222124,0.785671,1.862908,2.58378,3.162579,0.724481,1.031648,1.573542,3.475941,0.846293,1.176766,3.714738,0.838287,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Its political capital is Yamoussoukro, 
and Abidjan is its economic capital.",0.7672,1.560166,2.298398,2.485782,2.941964,4.229498,0.62976,0.299416,0.503647,1.235571,0.512941,2.110722,1.348576,6.02663,2.699365,0.40698,4.450148,3.153264,2.701786,0.511836,3.723384,2.591556,9.694976,1.061703,7.235333,1.444382,1.979116,2.992852,0.807965,1.830117,6.05837,9.225275,1.328625,1.422622,0.469875,1.48858,0.979653,0.93831,2.129671,1.723984,Municipalities and Cities,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"It has about 
seventy (70) national languages.",0.45678,3.371115,7.15044,0.724737,1.10027,4.689594,1.618834,1.12392,0.286504,0.679921,0.513537,1.989244,1.716289,5.774674,5.268696,0.448049,2.945106,3.551008,5.858588,0.830807,5.616285,2.839528,3.211693,1.1292,4.327362,1.252026,0.838431,2.810828,0.554287,1.524912,4.384106,7.790973,1.499903,1.371517,3.173545,1.706401,0.660816,1.319512,2.114776,1.775787,Regional Governments,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The official 
language is French.",0.887282,3.276436,5.043366,1.953879,1.028648,8.755596,1.022053,0.714952,0.498311,0.447291,0.645574,1.846003,2.067548,4.918372,2.66168,0.583709,2.227443,2.374981,5.80219,0.746128,8.438725,3.427914,1.863396,0.774021,1.768515,1.74523,0.707385,2.100081,0.596256,5.135368,5.223966,2.230553,4.816426,1.357269,0.429815,2.856686,0.706459,3.262559,3.32471,1.733225,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The country is bordered to 
the north by Mali and Burkina Faso, to the east by 
Ghana, to the west by Liberia and Guinea, and to 
the south by the Atlantic Ocean.",0.885535,1.971761,3.086933,0.681944,2.277712,2.306442,1.851685,0.776038,0.447419,0.699356,0.705199,1.864502,2.693837,7.685924,1.504377,0.706688,11.082192,7.963797,9.349585,0.633337,5.562235,8.376803,1.164253,0.653665,2.331003,1.666855,1.625727,0.817159,0.843337,1.31286,3.812588,4.001334,1.192891,0.876793,0.45124,2.089287,0.429566,1.210859,1.947487,0.459794,Individuals,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"In Côte d’Ivoire, the 
political vision is to bring the country to emergence.",0.495163,2.59563,4.901185,0.908517,4.784616,3.090678,0.902555,0.351096,0.337683,0.726472,0.584805,2.178395,1.024441,22.313124,0.974741,0.692135,6.053933,2.218074,7.506582,0.421361,2.560097,1.588587,3.408208,0.486149,6.433571,1.338751,3.94469,2.470739,0.697125,1.357746,0.91988,4.857535,0.812575,0.612843,0.2959,0.959661,1.576117,0.732155,1.57798,0.308506,Governments,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The purpose of the school is to contribute to the 
achievement of this objective and to produce 
competent citizens in all fields.",0.65065,1.013869,1.013408,1.056313,6.429957,3.213951,0.813791,0.645876,0.502191,0.877234,0.873101,1.205892,1.034565,9.53341,1.983017,0.85805,3.940509,1.619259,2.776207,0.462364,1.318487,0.853932,9.429732,0.331132,15.415662,2.34612,4.610646,2.199981,0.684479,2.124726,0.608749,3.773125,0.48516,0.368421,0.653813,1.763718,0.753434,0.815428,9.860266,1.099377,Organizations,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Structure of the Education System
Côte d’Ivoire’s education system is governed by the 
Act No.",0.707363,1.010882,4.819065,1.063155,4.90678,4.641637,0.572,0.484,0.229718,0.880901,0.437089,1.676725,1.007226,9.678342,2.16685,0.625121,2.363628,4.749591,14.900728,0.53663,2.059147,0.863214,3.004201,0.283593,13.060589,1.816702,2.405894,1.128688,0.815349,0.608286,2.1347,3.974937,0.533265,0.64172,1.020142,2.296354,0.353066,0.503709,4.296193,0.742819,International Institutions,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"2015-635 of 17 September 2015 amending 
the Act No.",2.513417,3.317831,8.824117,0.796119,1.755772,3.713449,2.052576,1.308649,1.172054,0.546536,1.300357,1.57837,0.864823,10.571711,1.131424,1.029269,4.857845,6.341971,3.330603,7.868825,4.146693,0.692391,2.320348,0.564778,4.451044,0.527259,1.651827,5.061639,0.646793,1.271126,3.055912,2.257244,0.524519,0.517234,1.191835,2.499816,0.459911,0.991315,1.210337,1.082258,Governments,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"95-639 of 7 September 1995 on Educa -
tion.",3.076697,5.875041,12.910431,0.948282,1.443007,9.385227,5.185914,2.640255,0.626373,0.675131,3.322183,2.906923,0.784862,1.6981,1.731521,1.203667,3.853437,2.841036,2.786884,2.059021,5.152693,0.965081,0.737877,1.271809,3.388592,0.76197,0.960702,1.230414,0.610735,3.440536,2.119381,1.310515,0.885492,0.940261,2.02696,2.764534,0.582046,1.05253,2.386499,1.457383,Books and Literature,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"This law introduces compulsory education for all 
children aged 6 to 16.",0.807128,0.900303,3.531824,0.532676,4.174827,3.863121,0.941043,0.557647,0.289335,1.519184,0.874006,1.176891,1.066293,27.786894,1.917909,0.700289,3.5256,2.369584,2.33654,1.131942,1.933422,0.429424,5.253698,0.440835,3.408617,7.909926,2.751649,1.336225,0.785931,0.856056,0.94337,3.339228,0.593066,0.531427,0.984005,2.263351,0.747054,0.547499,3.826705,1.115476,Governments,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The education system comprises three levels of edu -
cation: pre-school and primary education; secondary 
education; and higher education.",1.382056,1.66605,3.792225,0.656355,2.933989,11.063292,1.597549,0.662579,0.469649,1.634431,1.800592,1.414158,1.290459,7.211041,2.155726,0.906427,4.31072,2.696956,2.320724,0.704057,3.448467,0.679175,4.882658,0.746094,5.411968,5.15078,2.038102,1.670305,1.126191,1.377603,1.53509,4.668944,0.99344,1.298028,1.481265,2.623363,0.769505,0.895946,6.28109,2.252948,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Table C1 summa -
rizes each of the levels.",3.613079,4.131926,3.090496,0.5656,0.88775,14.256597,2.283223,1.267376,0.362697,1.083059,1.705312,3.192734,3.556098,1.155682,1.938971,0.910655,3.172731,6.289907,2.217973,0.677803,7.660575,3.797847,0.791721,3.808729,3.999815,0.923163,0.768452,1.20909,0.846317,2.148278,2.476904,0.967692,1.954079,2.229095,1.195332,3.223567,1.152432,1.542801,2.135754,0.808687,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"Appendix C: Background information39
Assessment
In Côte d’Ivoire’s education system, three types of 
learning assessment are employed to measure the 
level of students’ skills acquisition.",1.748083,2.549669,3.131441,0.696164,3.261341,18.235681,1.812466,0.513538,0.333582,0.992693,1.205694,1.971225,1.573122,3.0762,1.385005,1.126605,3.731012,3.044788,2.728282,0.634872,3.40146,0.854236,3.99593,1.010784,8.173667,1.622542,1.882899,0.914585,0.570446,1.432918,0.918139,2.715452,0.812705,2.248446,1.313321,4.292503,0.481926,1.111706,7.744129,0.750743,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These are:
 •  Continuous daily checks, monthly essays at the 
class level in primary education, standardized 
compositions at the inspection district level 
(whose dates are fixed by order of the Minister 
of National Education), mock examinations 
for the CM2 class (preparation for the 
final examination), continuous classroom 
tests (written, oral, supervised classwork, 
homework, report of practical work) in general 
secondary education, and mock examinations 
at school level for grades 9 and 12.",2.440208,4.550126,4.880766,0.413211,1.327157,14.535527,2.032319,1.569558,0.514411,1.005058,1.556113,2.313011,1.592156,3.061172,3.04681,1.189066,3.155964,3.856852,1.220479,1.064175,5.433009,0.770342,2.458858,1.547667,2.970129,1.701673,1.059921,1.921034,0.774088,3.011529,1.17034,2.130397,0.834142,2.226412,2.222992,4.11944,0.788953,1.422083,6.175697,1.937156,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These 
different evaluations highlight not only 
problem solving but also  communication, 
collaboration, and team spirit.",1.249885,1.260792,0.811459,1.069046,1.606623,29.744095,5.379288,0.694085,0.351245,0.710537,1.756228,2.64353,1.020893,0.983342,1.339566,2.085353,0.964563,3.394826,0.903208,0.688432,1.715205,1.292867,1.478347,0.77144,13.57371,1.324665,1.453309,0.809442,0.520055,3.432531,0.785017,0.938131,1.05803,0.450206,1.186933,5.834592,0.852799,0.674904,2.651592,0.539232,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"•  National primary school leaving examination 
(CEPE/Entrée en 6ème); national secondary 
school leaving examination (BEPC) at the end 
of the 4th year of secondary school and the 
national secondary school leaving examina -
tion (BAC) at the end of the 7th year.",1.875838,2.507693,5.146083,0.587997,1.763906,8.188025,2.076927,0.892044,0.389655,1.282681,1.364034,2.427055,1.426963,4.575749,4.759919,0.687793,2.678581,2.928734,3.757115,0.717104,6.934955,1.685544,3.505558,0.536729,4.581379,2.154449,1.257217,1.346151,1.79364,1.904677,1.903389,3.829636,0.908861,1.068228,2.249893,2.473763,0.955228,1.125773,6.871194,2.879843,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These na -
tional examinations at the end of the cycle are 
organised by the Examinations and Competi -
tions Directorate (DECO).",3.278806,1.657668,3.123205,0.735322,1.391959,18.361229,1.486074,1.656967,0.466835,1.469919,1.686945,1.832735,1.782858,1.778483,5.570484,0.806315,1.78739,4.855032,4.83311,1.122834,6.229499,1.66663,1.163739,0.852114,6.424093,1.199581,0.975552,0.864982,0.753838,2.334513,1.73582,1.392711,0.59054,1.131516,1.579438,4.143957,0.65162,1.331678,3.335207,1.958798,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These are certified 
evaluations that cover the entire program.",6.431748,0.615832,0.359172,1.022162,1.368462,21.827015,2.118099,1.735631,0.265249,0.583851,1.773584,1.962457,1.997999,1.633036,3.479706,1.441487,0.486942,4.25229,1.450268,0.84902,3.217277,1.120392,1.872505,0.533226,4.584562,0.45265,1.022205,0.574817,0.716045,2.14866,1.478533,1.63903,0.383193,1.218502,0.435954,18.000401,0.292289,0.843448,2.830743,0.981558,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"The tests of these different assessments are 
designed by subject development/selection 
committees composed of general inspectors, 
secondary education inspectors, pedagogi -
cal inspectors, primary education inspectors, 
pedagogical advisers and teachers.",3.620812,1.643178,1.246517,0.739904,1.631849,11.558077,1.315889,1.784824,0.781689,1.195216,2.699323,1.124136,1.533185,2.771529,2.867055,2.356608,2.011927,8.560792,1.95378,1.343853,2.120261,0.862627,2.309664,0.511376,9.767082,3.435702,1.178366,1.788828,1.163981,3.384686,1.033077,2.889442,0.62036,0.974416,1.431423,5.953506,0.468764,0.905824,3.559,2.901473,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"•  Standardized assessments of learning 
achievements.",2.668709,3.624669,2.547887,0.75872,1.819769,19.292496,3.115582,0.777446,0.45251,0.781228,2.544334,2.29418,0.887076,1.583839,1.058991,1.125276,3.8941,1.336624,0.949952,0.57303,3.001255,0.631048,2.823823,1.041327,4.573967,1.138459,1.574133,1.223285,0.607177,3.177998,0.557055,1.581862,0.690198,1.397921,2.240288,4.454757,0.570599,2.472813,12.76243,1.393185,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
"These are mainly thematic and 
diagnostic evaluations.",3.224465,2.401028,1.323522,0.631051,1.283525,25.301095,3.499054,4.061923,0.458366,0.489391,2.15668,2.485122,1.962243,0.968346,5.046208,1.344294,1.04712,2.51975,0.885439,1.156889,3.512728,1.042833,2.01005,0.992486,5.174711,0.477775,1.302224,0.951829,0.751309,3.937181,1.044807,1.297483,0.592542,2.030989,0.644673,8.364057,0.365065,0.931492,1.528939,0.801316,Consumer Services,UNESCO-Kim-Care_Africa-ministudy-2020.pdf
